Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1009,TAM,2010,2010-12-12,1:03,1:03,@,WAS,14,13,Sun,W 17-16,,28,188,6.71,0
1010,ATL,2001,2001-10-14,1:04,1:04,,SFO,5,5,Sun,L 31-37,OT,35,187,5.34,2
1011,ATL,2001,2001-12-16,1:00,1:00,@,IND,14,13,Sun,L 27-41,,33,187,5.67,2
1012,BUF,2011,2011-12-04,1:02,1:02,,TEN,13,12,Sun,L 17-23,,31,187,6.03,2
1013,CAR,2002,2002-10-20,1:05,1:05,@,ATL,7,7,Sun,L 0-30,,39,187,4.79,3
1014,CHI,2003,2003-09-29,9:09,8:09,,GNB,4,3,Mon,L 23-38,,25,187,7.48,2
1015,CLE,2018,2018-12-02,1:00,12:00,@,HOU,13,12,Sun,L 13-29,,39,187,4.79,0
1016,ARI,2002,2002-11-24,4:05,2:05,,OAK,12,11,Sun,L 20-41,,37,187,5.05,2
1017,DET,2005,2005-09-18,1:02,12:02,@,CHI,2,2,Sun,L 6-38,,37,187,5.05,2
1018,DET,2015,2015-10-11,4:05,4:05,,ARI,5,5,Sun,L 17-42,,25,187,7.48,3
1019,GNB,2008,2008-09-08,7:10,6:10,,MIN,1,1,Mon,W 24-19,,33,187,5.67,1
1020,HOU,2015,2015-12-06,1:02,1:02,@,BUF,13,12,Sun,L 21-30,,36,187,5.19,1
1021,NOR,2006,2006-10-08,1:03,12:03,,TAM,5,5,Sun,W 24-21,,33,187,5.67,1
1022,NYJ,2003,2003-09-14,1:02,1:02,,MIA,2,2,Sun,L 10-21,,44,187,4.25,2
1023,NYJ,2008,2008-12-14,1:02,1:02,,BUF,15,14,Sun,W 31-27,,32,187,5.84,2
1024,PHI,2016,2016-10-30,8:31,7:31,@,DAL,8,7,Sun,L 23-29,OT,34,187,5.50,1
1025,STL,2004,2004-10-10,4:15,1:15,@,SEA,5,5,Sun,W 33-27,OT,30,187,6.23,1
1026,LAC,2021,2021-10-17,1:00,1:00,@,BAL,6,6,Sun,L 6-34,,38,187,4.92,3
1027,SEA,2008,2008-11-23,4:16,1:16,,WAS,12,11,Sun,L 17-20,,41,187,4.56,1
1028,TAM,2013,2013-12-15,1:02,1:02,,SFO,15,14,Sun,L 14-33,,40,187,4.68,0
1029,ATL,2013,2013-11-17,1:03,1:03,@,TAM,11,10,Sun,L 28-41,,38,186,4.89,2
1030,CAR,2001,2001-10-28,1:02,1:02,,NYJ,7,7,Sun,L 12-13,,34,186,5.47,0
1031,CAR,2010,2010-11-14,1:02,1:02,@,TAM,10,9,Sun,L 16-31,,30,186,6.20,2
1032,CHI,2000,2000-09-03,1:00,12:00,@,MIN,1,1,Sun,L 27-30,,30,186,6.20,3
1033,CHI,2000,2000-10-08,1:03,12:03,,NOR,6,6,Sun,L 10-31,,49,186,3.80,1
1034,CLE,2002,2002-10-13,1:01,1:01,@,TAM,6,6,Sun,L 3-17,,38,186,4.89,2
1035,CLE,2007,2007-09-23,4:05,1:05,@,OAK,3,3,Sun,L 24-26,,41,186,4.54,1
1036,CLE,2008,2008-11-17,8:40,8:40,@,BUF,11,10,Mon,W 29-27,,38,186,4.89,1
1037,CLE,2009,2009-09-20,4:15,2:15,@,DEN,2,2,Sun,L 6-27,,37,186,5.03,2
1038,IND,2006,2006-09-10,8:24,8:24,@,NYG,1,1,Sun,W 26-21,,28,186,6.64,1
1039,ARI,2001,2001-11-11,4:17,2:17,,NYG,9,8,Sun,L 10-17,,41,186,4.54,1
1040,DEN,2007,2007-09-23,4:05,2:05,,JAX,3,3,Sun,L 14-23,,47,186,3.96,1
1041,DET,2006,2006-11-23,12:30,12:30,,MIA,12,11,Thu,L 10-27,,35,186,5.31,0
1042,GNB,2012,2012-09-09,4:25,3:25,,SFO,1,1,Sun,L 22-30,,32,186,5.81,1
1043,KAN,2000,2000-10-02,9:00,8:00,,SEA,5,5,Mon,W 24-17,,34,186,5.47,1
1044,KAN,2008,2008-09-21,1:02,1:02,@,ATL,3,3,Sun,L 14-38,,36,186,5.17,3
1045,KAN,2013,2013-12-29,4:26,1:26,@,SDG,17,16,Sun,L 24-27,OT,36,186,5.17,0
1046,KAN,2019,2019-09-29,1:00,1:00,@,DET,4,4,Sun,W 34-30,,35,186,5.31,0
1047,NOR,2004,2004-11-28,4:05,4:05,@,ATL,12,11,Sun,L 21-24,,33,186,5.64,1
1048,NOR,2014,2014-11-16,1:02,12:02,,CIN,11,10,Sun,L 10-27,,36,186,5.17,0
1049,NOR,2015,2015-10-11,1:04,1:04,@,PHI,5,5,Sun,L 17-39,,34,186,5.47,2
1050,NWE,2020,2020-12-10,8:20,5:20,@,LAR,14,13,Thu,L 3-24,,36,186,5.17,1
1051,NYG,2017,2017-11-12,4:25,1:25,@,SFO,10,9,Sun,L 21-31,,33,186,5.64,2
1052,OAK,2010,2010-11-28,4:05,1:05,,MIA,12,11,Sun,L 17-33,,49,186,3.80,1
1053,STL,2006,2006-11-05,1:02,12:02,,KAN,9,8,Sun,L 17-31,,32,186,5.81,1
1054,STL,2007,2007-09-09,12:59,11:59,,CAR,1,1,Sun,L 13-27,,38,186,4.89,0
1055,LAC,2021,2021-09-26,1:00,12:00,@,KAN,3,3,Sun,W 30-24,,30,186,6.20,0
1056,SFO,2001,2001-12-30,1:03,12:03,@,DAL,16,15,Sun,L 21-27,,44,186,4.23,1
1057,TAM,2011,2011-09-18,1:05,12:05,@,MIN,2,2,Sun,W 24-20,,33,186,5.64,2
1058,TAM,2015,2015-09-27,1:03,12:03,@,HOU,3,3,Sun,L 9-19,,46,186,4.04,1
1059,WAS,2012,2012-12-09,1:03,1:03,,BAL,14,13,Sun,W 31-28,OT,35,186,5.31,1
1060,ATL,2009,2009-11-15,1:03,1:03,@,CAR,10,9,Sun,L 19-28,,34,185,5.44,2
1061,CAR,2009,2009-09-13,1:04,1:04,,PHI,1,1,Sun,L 10-38,,32,185,5.78,1
1062,CAR,2009,2009-12-13,1:02,1:02,@,NWE,14,13,Sun,L 10-20,,40,185,4.63,1
1063,CIN,2000,2000-11-26,1:02,1:02,,PIT,13,12,Sun,L 28-48,,38,185,4.87,2
1064,CLE,2005,2005-12-11,1:03,1:03,@,CIN,14,13,Sun,L 20-23,,34,185,5.44,1
1065,CLE,2014,2014-10-19,1:02,1:02,@,JAX,7,6,Sun,L 6-24,,35,185,5.29,2
1066,IND,2012,2012-09-23,1:03,1:03,,JAX,3,3,Sun,L 17-22,,32,185,5.78,1
1067,IND,2016,2016-12-11,1:00,1:00,,HOU,14,13,Sun,L 17-22,,41,185,4.51,1
1068,ARI,2008,2008-11-27,8:16,8:16,@,PHI,13,12,Thu,L 20-48,,40,185,4.63,2
1069,DEN,2002,2002-12-15,4:05,2:05,,KAN,15,14,Sun,W 31-24,,26,185,7.12,1
1070,DEN,2010,2010-12-05,1:03,12:03,@,KAN,13,12,Sun,L 6-10,,39,185,4.74,0
1071,DEN,2011,2011-11-27,4:15,1:15,@,SDG,12,11,Sun,W 16-13,OT,36,185,5.14,0
1072,HOU,2009,2009-09-27,1:03,12:03,,JAX,3,3,Sun,L 24-31,,32,185,5.78,4
1073,HOU,2016,2016-09-22,8:26,8:26,@,NWE,3,3,Thu,L 0-27,,39,185,4.74,3
1074,JAX,2001,2001-10-07,4:05,1:05,@,SEA,4,4,Sun,L 15-24,,36,185,5.14,2
1075,JAX,2011,2011-10-16,1:02,1:02,@,PIT,6,6,Sun,L 13-17,,32,185,5.78,1
1076,KAN,2020,2020-10-05,7:05,6:05,,NWE,4,4,Mon,W 26-10,,35,185,5.29,0
1077,MIA,2005,2005-10-21,7:05,7:05,,KAN,7,6,Fri,L 20-30,,45,185,4.11,3
1078,NOR,2003,2003-10-05,1:02,1:02,@,CAR,5,5,Sun,L 13-19,,40,185,4.63,1
1079,NWE,2017,2017-09-07,8:30,8:30,,KAN,1,1,Thu,L 27-42,,27,185,6.85,2
1080,NYJ,2012,2012-09-23,1:03,1:03,@,MIA,3,3,Sun,W 23-20,OT,43,185,4.30,2
1081,NYJ,2021,2021-12-05,1:00,1:00,,PHI,13,12,Sun,L 18-33,,41,185,4.51,1
1082,PHI,2012,2012-12-30,1:04,1:04,@,NYG,17,16,Sun,L 7-42,,35,185,5.29,1
1083,STL,2014,2014-09-07,1:00,12:00,,MIN,1,1,Sun,L 6-34,,32,185,5.78,1
1084,SFO,2005,2005-12-11,4:06,1:06,@,SEA,14,13,Sun,L 3-41,,40,185,4.63,1
1085,TAM,2005,2005-11-13,4:15,4:15,,WAS,10,9,Sun,W 36-35,,33,185,5.61,1
1086,TAM,2011,2011-11-13,1:02,1:02,,HOU,10,9,Sun,L 9-37,,44,185,4.20,3
1087,TAM,2016,2016-12-18,8:30,7:30,@,DAL,15,14,Sun,L 20-26,,32,185,5.78,2
1088,ATL,2008,2008-09-21,1:02,1:02,,KAN,3,3,Sun,W 38-14,,33,184,5.58,1
1089,ATL,2008,2008-12-07,1:02,12:02,@,NOR,14,13,Sun,L 25-29,,30,184,6.13,1
1090,BUF,2007,2007-09-16,1:02,1:02,@,PIT,2,2,Sun,L 3-26,,33,184,5.58,1
1091,CAR,2018,2018-12-30,1:00,12:00,@,NOR,17,16,Sun,W 33-14,,27,184,6.81,1
1092,CIN,2003,2003-09-07,1:06,1:06,,DEN,1,1,Sun,L 10-30,,40,184,4.60,2
1093,CLE,2021,2021-11-14,1:00,1:00,@,NWE,10,10,Sun,L 7-45,,34,184,5.41,2
1094,DET,2021,2021-11-21,1:00,1:00,@,CLE,11,10,Sun,L 10-13,,36,184,5.11,1
1095,DET,2021,2021-12-12,4:05,2:05,@,DEN,14,13,Sun,L 10-38,,39,184,4.72,3
1096,JAX,2021,2021-10-10,1:00,1:00,,TEN,5,5,Sun,L 19-37,,36,184,5.11,3
1097,MIN,2019,2019-12-23,8:15,10:15,,GNB,16,15,Mon,L 10-23,,32,184,5.75,2
1098,MIN,2021,2021-10-03,1:00,11:00,,CLE,4,4,Sun,L 7-14,,38,184,4.84,1
1099,NOR,2007,2007-12-23,1:02,12:02,,PHI,16,15,Sun,L 23-38,,28,184,6.57,1
1100,OAK,2005,2005-12-11,1:02,1:02,@,NYJ,14,13,Sun,L 10-26,,43,184,4.28,1
1101,SFO,2004,2004-11-07,4:05,1:05,,SEA,9,8,Sun,L 27-42,,37,184,4.97,2
1102,SFO,2013,2013-09-22,4:25,1:25,,IND,3,3,Sun,L 7-27,,40,184,4.60,3
1103,TAM,2001,2001-11-04,1:02,12:02,@,GNB,8,7,Sun,L 20-21,,29,184,6.34,1
1104,ATL,2006,2006-12-24,1:03,1:03,,CAR,16,15,Sun,L 3-10,,52,183,3.52,0
1105,BUF,2006,2006-09-10,1:02,1:02,@,NWE,1,1,Sun,L 17-19,,41,183,4.46,0
1106,BUF,2016,2016-11-27,1:00,1:00,,JAX,12,11,Sun,W 28-21,,37,183,4.95,1
1107,CIN,2016,2016-11-20,1:00,1:00,,BUF,11,10,Sun,L 12-16,,34,183,5.38,1
1108,IND,2001,2001-12-10,9:08,9:08,@,MIA,13,12,Mon,L 6-41,,38,183,4.82,3
1109,IND,2008,2008-09-07,8:23,8:23,,CHI,1,1,Sun,L 13-29,,39,183,4.69,2
1110,IND,2015,2015-10-25,1:03,1:03,,NOR,7,7,Sun,L 21-27,,36,183,5.08,3
1111,ARI,2008,2008-12-21,1:02,1:02,@,NWE,16,15,Sun,L 7-47,,42,183,4.36,2
1112,ARI,2010,2010-12-25,7:30,5:30,,DAL,16,15,Sat,W 27-26,,34,183,5.38,1
1113,DAL,2012,2012-12-02,8:20,7:20,,PHI,13,12,Sun,W 38-33,,26,183,7.04,2
1114,DET,2010,2010-09-26,1:05,12:05,@,MIN,3,3,Sun,L 10-24,,30,183,6.10,2
1115,DET,2018,2018-09-30,1:00,12:00,@,DAL,4,4,Sun,L 24-26,,35,183,5.23,0
1116,HOU,2008,2008-09-07,1:02,1:02,@,PIT,1,1,Sun,L 17-38,,39,183,4.69,3
1117,JAX,2015,2015-10-11,1:02,1:02,@,TAM,5,5,Sun,L 31-38,,40,183,4.58,2
1118,KAN,2003,2003-10-12,1:02,12:02,@,GNB,6,6,Sun,W 40-34,OT,35,183,5.23,2
1119,KAN,2004,2004-09-19,1:00,12:00,,CAR,2,2,Sun,L 17-28,,39,183,4.69,1
1120,KAN,2020,2020-09-20,4:25,1:25,@,LAC,2,2,Sun,W 23-20,OT,44,183,4.16,1
1121,MIA,2014,2014-12-07,1:02,1:02,,BAL,14,13,Sun,L 13-28,,31,183,5.90,2
1122,MIN,2012,2012-10-14,4:24,4:24,@,WAS,6,6,Sun,L 26-38,,32,183,5.72,3
1123,MIN,2016,2017-01-01,1:00,3:00,,CHI,17,16,Sun,W 38-10,,37,183,4.95,0
1124,NOR,2005,2005-11-06,4:05,3:05,,CHI,9,9,Sun,L 17-20,,32,183,5.72,1
1125,NOR,2011,2011-10-30,1:00,12:00,@,STL,8,8,Sun,L 21-31,,31,183,5.90,2
1126,NOR,2014,2014-12-28,1:03,1:03,@,TAM,17,16,Sun,W 23-20,,39,183,4.69,1
1127,NWE,2005,2005-10-02,1:02,1:02,,SDG,4,4,Sun,L 17-41,,40,183,4.58,2
1128,NWE,2017,2017-12-03,1:00,1:00,@,BUF,13,12,Sun,W 23-3,,26,183,7.04,0
1129,NYJ,2021,2021-12-19,1:00,1:00,@,MIA,15,14,Sun,L 24-31,,42,183,4.36,2
1130,TEN,2005,2005-12-18,1:03,12:03,,SEA,15,14,Sun,L 24-28,,33,183,5.55,1
1131,TEN,2015,2015-12-13,1:02,1:02,@,NYJ,14,13,Sun,L 8-30,,34,183,5.38,0
1132,OAK,2011,2011-10-02,4:15,1:15,,NWE,4,4,Sun,L 19-31,,30,183,6.10,2
1133,OAK,2016,2016-10-16,4:05,1:05,,KAN,6,6,Sun,L 10-26,,40,183,4.58,3
1134,STL,2009,2009-11-22,4:05,3:05,,ARI,11,10,Sun,L 13-21,,30,183,6.10,1
1135,STL,2012,2012-11-11,4:25,1:25,@,SFO,10,9,Sun,T 24-24,OT,34,183,5.38,2
1136,BAL,2004,2004-12-26,1:01,1:01,@,PIT,16,15,Sun,L 7-20,,42,183,4.36,0
1137,TAM,2008,2008-11-02,1:03,12:03,@,KAN,9,9,Sun,W 30-27,OT,36,183,5.08,1
1138,TAM,2009,2009-11-22,1:00,1:00,,NOR,11,10,Sun,L 7-38,,36,183,5.08,2
1139,TAM,2009,2010-01-03,1:03,1:03,,ATL,17,16,Sun,L 10-20,,37,183,4.95,0
1140,ATL,2002,2002-11-10,1:01,1:01,@,PIT,10,9,Sun,T 34-34,OT,42,182,4.33,0
1141,BUF,2009,2009-11-01,1:02,1:02,,HOU,8,8,Sun,L 10-31,,41,182,4.44,3
1142,BUF,2012,2012-10-14,4:05,1:05,@,ARI,6,6,Sun,W 19-16,OT,30,182,6.07,0
1143,BUF,2012,2012-12-23,1:02,1:02,@,MIA,16,15,Sun,L 10-24,,35,182,5.20,1
1144,BUF,2013,2013-09-22,4:25,4:25,@,NYJ,3,3,Sun,L 20-27,,41,182,4.44,1
1145,CHI,2009,2009-11-08,1:03,12:03,,ARI,9,8,Sun,L 21-41,,31,182,5.87,0
1146,CHI,2020,2020-11-29,8:20,7:20,@,GNB,12,11,Sun,L 25-41,,39,182,4.67,1
1147,CHI,2021,2021-10-24,4:25,4:25,@,TAM,7,7,Sun,L 3-38,,31,182,5.87,1
1148,CIN,2013,2013-09-22,1:03,1:03,,GNB,3,3,Sun,W 34-30,,30,182,6.07,1
1149,CLE,2000,2000-11-19,1:03,12:03,@,TEN,12,12,Sun,L 10-24,,47,182,3.87,3
1150,CLE,2015,2015-12-20,4:06,1:06,@,SEA,15,14,Sun,L 13-30,,36,182,5.06,0
1151,IND,2002,2002-10-21,9:08,9:08,@,PIT,7,6,Mon,L 10-28,,33,182,5.52,2
1152,IND,2016,2017-01-01,1:00,1:00,,JAX,17,16,Sun,W 24-20,,30,182,6.07,1
1153,ARI,2018,2018-09-09,4:25,2:25,,WAS,1,1,Sun,L 6-24,,42,182,4.33,1
1154,ARI,2018,2018-12-30,4:25,1:25,@,SEA,17,16,Sun,L 24-27,,34,182,5.35,2
1155,ARI,2019,2019-09-15,1:00,1:00,@,BAL,2,2,Sun,L 17-23,,33,182,5.52,0
1156,DAL,2012,2012-09-16,4:06,1:06,@,SEA,2,2,Sun,L 7-27,,41,182,4.44,1
1157,DAL,2020,2020-11-26,4:30,3:30,,WAS,12,11,Thu,L 16-41,,36,182,5.06,3
1158,DEN,2020,2020-12-19,4:30,2:30,,BUF,15,14,Sat,L 19-48,,24,182,7.58,3
1159,DEN,2021,2021-10-21,8:20,8:20,@,CLE,7,7,Thu,L 14-17,,33,182,5.52,1
1160,DET,2002,2002-09-08,1:04,1:04,@,MIA,1,1,Sun,L 21-49,,41,182,4.44,3
1161,DET,2008,2008-09-21,4:06,1:06,@,SFO,3,3,Sun,L 13-31,,39,182,4.67,2
1162,GNB,2004,2004-09-19,1:02,12:02,,CHI,2,2,Sun,L 10-21,,35,182,5.20,1
1163,GNB,2005,2005-12-19,9:07,9:07,@,BAL,15,14,Mon,L 3-48,,38,182,4.79,2
1164,GNB,2018,2018-12-02,1:00,12:00,,ARI,13,12,Sun,L 17-20,,29,182,6.28,2
1165,HOU,2003,2003-11-16,1:01,1:01,@,BUF,11,10,Sun,W 12-10,,28,182,6.50,0
1166,HOU,2003,2003-12-21,1:03,12:03,,TEN,16,15,Sun,L 24-27,,35,182,5.20,0
1167,HOU,2005,2006-01-01,4:05,1:05,@,SFO,17,16,Sun,L 17-20,OT,47,182,3.87,0
1168,JAX,2013,2013-12-22,1:02,1:02,,TEN,16,15,Sun,L 16-20,,44,182,4.14,1
1169,KAN,2001,2001-12-30,1:05,1:05,@,JAX,16,15,Sun,W 30-26,,26,182,7.00,2
1170,KAN,2009,2009-11-15,4:05,1:05,@,OAK,10,9,Sun,W 16-10,,30,182,6.07,1
1171,MIA,2004,2004-09-11,1:07,1:07,,TEN,1,1,Sat,L 7-17,,36,182,5.06,0
1172,MIA,2009,2009-11-19,8:20,8:20,@,CAR,11,10,Thu,W 24-17,,27,182,6.74,0
1173,MIN,2001,2001-12-09,1:00,12:00,,TEN,13,12,Sun,W 42-24,,29,182,6.28,1
1174,MIN,2013,2013-10-27,8:30,7:30,,GNB,8,7,Sun,L 31-44,,42,182,4.33,2
1175,NOR,2009,2009-11-08,4:05,3:05,,CAR,9,8,Sun,W 30-20,,39,182,4.67,2
1176,NYG,2018,2018-10-28,1:00,1:00,,WAS,8,8,Sun,L 13-20,,33,182,5.52,1
1177,NYJ,2020,2020-09-20,1:00,1:00,,SFO,2,2,Sun,L 13-31,,29,182,6.28,2
1178,PHI,2000,2000-11-12,1:01,1:01,@,PIT,11,11,Sun,W 26-23,OT,37,182,4.92,1
1179,PHI,2020,2020-10-18,1:00,1:00,,BAL,6,6,Sun,L 28-30,,37,182,4.92,2
1180,STL,2007,2007-09-23,1:02,1:02,@,TAM,3,3,Sun,L 3-24,,32,182,5.69,3
1181,STL,2015,2015-09-20,1:03,1:03,@,WAS,2,2,Sun,L 10-24,,37,182,4.92,2
1182,SDG,2009,2009-12-25,7:34,6:34,@,TEN,16,15,Fri,W 42-17,,27,182,6.74,2
1183,WAS,2017,2017-11-30,8:25,7:25,@,DAL,13,12,Thu,L 14-38,,42,182,4.33,2
1184,BUF,2008,2008-12-21,4:06,2:06,@,DEN,16,15,Sun,W 30-23,,27,181,6.70,2
1185,CHI,2002,2002-12-01,1:02,12:02,@,GNB,13,12,Sun,L 20-30,,32,181,5.66,1
1186,CHI,2011,2011-10-10,8:40,8:40,@,DET,5,5,Mon,L 13-24,,20,181,9.05,1
1187,CIN,2005,2005-10-09,8:36,8:36,@,JAX,5,5,Sun,L 20-23,,37,181,4.89,0
1188,CLE,2008,2008-10-13,8:41,8:41,,NYG,6,5,Mon,W 35-14,,25,181,7.24,1
1189,CLE,2015,2015-10-11,1:02,1:02,@,BAL,5,5,Sun,W 33-30,OT,31,181,5.84,3
1190,ARI,2007,2007-10-14,4:05,1:05,,CAR,6,6,Sun,L 10-25,,30,181,6.03,1
1191,DAL,2005,2005-11-14,9:08,9:08,@,PHI,10,9,Mon,W 21-20,,36,181,5.03,2
1192,DET,2005,2005-12-11,8:36,7:36,@,GNB,14,13,Sun,L 13-16,OT,35,181,5.17,1
1193,DET,2008,2008-12-21,1:03,1:03,,NOR,16,15,Sun,L 7-42,,30,181,6.03,4
1194,GNB,2003,2003-09-29,9:09,8:09,@,CHI,4,4,Mon,W 38-23,,28,181,6.46,2
1195,JAX,2016,2016-11-13,1:00,1:00,,HOU,10,9,Sun,L 21-24,,33,181,5.48,0
1196,JAX,2021,2022-01-02,1:00,1:00,@,NWE,17,16,Sun,L 10-50,,36,181,5.03,4
1197,MIA,2005,2005-11-20,1:03,1:03,@,CLE,11,10,Sun,L 0-22,,39,181,4.64,1
1198,MIA,2010,2011-01-02,1:02,1:02,@,NWE,17,16,Sun,L 7-38,,45,181,4.02,1
1199,NOR,2017,2017-10-22,1:00,12:00,@,GNB,7,6,Sun,W 26-17,,24,181,7.54,2
1200,NWE,2007,2007-12-09,4:15,4:15,,PIT,14,13,Sun,W 34-13,,32,181,5.66,0
1201,NYJ,2006,2006-10-08,4:05,4:05,@,JAX,5,5,Sun,L 0-41,,39,181,4.64,3
1202,PHI,2001,2001-09-30,8:38,8:38,,DAL,3,3,Sun,W 40-18,,30,181,6.03,0
1203,PIT,2013,2013-12-08,1:02,1:02,,MIA,14,13,Sun,L 28-34,,25,181,7.24,1
1204,OAK,2007,2007-09-16,4:15,2:15,@,DEN,2,2,Sun,L 20-23,OT,38,181,4.76,1
1205,OAK,2016,2016-09-25,1:02,12:02,@,TEN,3,3,Sun,W 17-10,,29,181,6.24,1
1206,STL,2008,2008-10-12,1:03,1:03,@,WAS,6,5,Sun,W 19-17,,31,181,5.84,2
1207,BAL,2012,2012-10-21,1:02,12:02,@,HOU,7,7,Sun,L 13-43,,37,181,4.89,2
1208,SDG,2003,2003-12-21,4:05,4:05,@,PIT,16,15,Sun,L 24-40,,43,181,4.21,1
1209,SEA,2000,2000-09-03,4:16,4:16,@,MIA,1,1,Sun,L 0-23,,41,181,4.41,1
1210,SEA,2006,2006-12-03,8:20,6:20,@,DEN,13,12,Sun,W 23-20,,34,181,5.32,0
1211,TAM,2010,2010-12-19,1:03,1:03,,DET,15,14,Sun,L 20-23,OT,28,181,6.46,1
1212,WAS,2006,2006-11-19,1:03,1:03,@,TAM,11,10,Sun,L 17-20,,42,181,4.31,0
1213,WAS,2009,2009-11-08,1:03,1:03,@,ATL,9,8,Sun,L 17-31,,27,181,6.70,2
1214,WAS,2020,2020-12-20,1:00,1:00,,SEA,15,14,Sun,L 15-20,,26,181,6.96,1
1215,CIN,2016,2016-10-09,4:25,3:25,@,DAL,5,5,Sun,L 14-28,,29,180,6.21,3
1216,CIN,2016,2016-10-23,1:02,1:02,,CLE,7,7,Sun,W 31-17,,26,180,6.92,2
1217,CIN,2017,2017-11-12,1:00,12:00,@,TEN,10,9,Sun,L 20-24,,36,180,5.00,2
1218,CLE,2004,2004-11-14,1:03,1:03,,PIT,10,9,Sun,L 10-24,,47,180,3.83,2
1219,CLE,2012,2012-12-09,1:02,1:02,,KAN,14,13,Sun,W 30-7,,26,180,6.92,1
1220,IND,2021,2021-09-26,1:00,12:00,@,TEN,3,3,Sun,L 16-25,,37,180,4.86,0
1221,ARI,2010,2010-10-03,4:15,1:15,@,SDG,4,4,Sun,L 10-41,,38,180,4.74,2
1222,DEN,2016,2016-12-11,1:00,12:00,@,TEN,14,13,Sun,L 10-13,,42,180,4.29,1
1223,DET,2013,2013-10-06,1:02,12:02,@,GNB,5,5,Sun,L 9-22,,33,180,5.45,0
1224,GNB,2002,2002-09-08,1:04,12:04,,ATL,1,1,Sun,W 37-34,OT,30,180,6.00,3
1225,JAX,2012,2012-12-16,1:03,1:03,@,MIA,15,14,Sun,L 3-24,,36,180,5.00,0
1226,JAX,2020,2020-10-18,1:00,1:00,,DET,6,6,Sun,L 16-34,,39,180,4.62,3
1227,KAN,2002,2002-11-24,4:05,1:05,@,SEA,12,11,Sun,L 32-39,,30,180,6.00,2
1228,KAN,2019,2019-10-06,8:20,7:20,,IND,5,5,Sun,L 13-19,,45,180,4.00,1
1229,MIA,2005,2005-10-16,1:02,1:02,@,TAM,6,5,Sun,L 13-27,,34,180,5.29,1
1230,MIA,2008,2008-12-21,1:00,12:00,@,KAN,16,15,Sun,W 38-31,,21,180,8.57,2
1231,MIN,2020,2020-11-22,4:25,6:25,,DAL,11,10,Sun,L 28-31,,31,180,5.81,1
1232,NOR,2004,2004-09-19,1:03,12:03,,SFO,2,2,Sun,W 30-27,,34,180,5.29,3
1233,NOR,2019,2019-09-09,7:10,6:10,,HOU,1,1,Mon,W 30-28,,23,180,7.83,1
1234,NWE,2012,2012-12-16,8:30,8:30,,SFO,15,14,Sun,L 34-41,,39,180,4.62,0
1235,NYG,2009,2009-11-01,1:03,1:03,@,PHI,8,8,Sun,L 17-40,,24,180,7.50,2
1236,NYJ,2000,2000-12-10,8:35,5:35,@,OAK,15,14,Sun,L 7-31,,38,180,4.74,1
1237,NYJ,2017,2017-09-17,4:05,1:05,@,OAK,2,2,Sun,L 20-45,,27,180,6.67,3
1238,TEN,2015,2015-10-18,1:03,12:03,,MIA,6,5,Sun,L 10-38,,32,180,5.63,2
1239,PHI,2003,2003-10-19,1:03,1:03,@,NYG,7,6,Sun,W 14-10,,41,180,4.39,0
1240,PIT,2007,2007-12-30,4:17,4:17,@,BAL,17,16,Sun,L 21-27,,40,180,4.50,2
1241,PIT,2011,2011-10-02,1:03,12:03,@,HOU,4,4,Sun,L 10-17,,35,180,5.14,1
1242,OAK,2000,2000-09-17,4:05,1:05,,DEN,3,3,Sun,L 24-33,,39,180,4.62,0
1243,STL,2002,2002-12-08,1:00,12:00,@,KAN,14,13,Sun,L 10-49,,37,180,4.86,3
1244,STL,2004,2005-01-02,1:02,12:02,,NYJ,17,16,Sun,W 32-29,OT,39,180,4.62,0
1245,SFO,2020,2020-09-13,4:25,1:25,,ARI,1,1,Sun,L 20-24,,36,180,5.00,2
1246,TAM,2007,2007-12-30,1:02,1:02,,CAR,17,16,Sun,L 23-31,,37,180,4.86,2
1247,ATL,2014,2014-12-08,8:30,7:30,@,GNB,14,13,Mon,L 37-43,,30,179,5.97,2
1248,CAR,2000,2000-12-24,4:15,1:15,@,OAK,17,16,Sun,L 9-52,,39,179,4.59,0
1249,CLE,2013,2013-12-15,1:03,1:03,,CHI,15,14,Sun,L 31-38,,31,179,5.77,1
1250,CLE,2019,2019-12-08,1:00,1:00,,CIN,14,13,Sun,W 27-19,,31,179,5.77,1
1251,CLE,2019,2019-12-29,1:00,1:00,@,CIN,17,16,Sun,L 23-33,,39,179,4.59,3
1252,IND,2008,2008-09-14,1:05,12:05,@,MIN,2,2,Sun,W 18-15,,36,179,4.97,0
1253,IND,2021,2021-11-14,1:00,1:00,,JAX,10,10,Sun,W 23-17,,24,179,7.46,2
1254,ARI,2001,2001-10-07,1:09,1:09,@,PHI,4,3,Sun,W 21-20,,30,179,5.97,0
1255,DET,2001,2001-09-09,12:02,12:02,@,GNB,1,1,Sun,L 6-28,,29,179,6.17,2
1256,HOU,2013,2013-09-29,1:03,12:03,,SEA,4,4,Sun,L 20-23,OT,30,179,5.97,1
1257,JAX,2017,2017-09-17,1:00,1:00,,TEN,2,2,Sun,L 16-37,,36,179,4.97,3
1258,KAN,2014,2014-11-20,8:26,8:26,@,OAK,12,11,Thu,L 20-24,,30,179,5.97,2
