Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Att,Yds,Y/A,TD
4506,NOR,2006,2006/11/12,4:15,4:15,@,PIT,10,9,Sun,L 31-38,,29,120,4.14,2
4507,NWE,2016,2017/1/1,1:00,1:00,@,MIA,17,16,Sun,W 35-14,,29,120,4.14,1
4508,NWE,2021,2021/10/17,4:25,4:25,,DAL,6,6,Sun,L 29-35,OT,27,120,4.44,2
4509,NYG,2003,2003/12/7,1:02,1:02,,WAS,14,13,Sun,L 7-20,,23,120,5.22,1
4510,NYG,2010,2010/9/19,8:31,8:31,@,IND,2,2,Sun,L 14-38,,25,120,4.8,0
4511,NYG,2016,2016/9/25,1:02,1:02,,WAS,3,3,Sun,L 27-29,,21,120,5.71,2
4512,PHI,2001,2001/12/30,4:06,4:06,,NYG,16,15,Sun,W 24-21,,23,120,5.22,0
4513,PHI,2004,2004/12/19,1:02,1:02,,DAL,15,14,Sun,W 12-7,,28,120,4.29,1
4514,PHI,2015,2016/1/3,1:03,1:03,@,NYG,17,16,Sun,W 35-30,,26,120,4.62,2
4515,PIT,2000,2000/10/29,1:02,1:02,@,BAL,9,8,Sun,W 9-6,,34,120,3.53,0
4516,PIT,2001,2001/9/9,1:05,1:05,@,JAX,1,1,Sun,L 3-21,,28,120,4.29,0
4517,PIT,2002,2002/10/6,1:02,12:02,@,NOR,5,4,Sun,L 29-32,,26,120,4.62,1
4518,PIT,2004,2004/12/5,8:35,8:35,@,JAX,13,12,Sun,W 17-16,,25,120,4.8,0
4519,PIT,2004,2004/12/12,4:05,4:05,,NYJ,14,13,Sun,W 17-6,,31,120,3.87,1
4520,PIT,2013,2013/12/29,1:02,1:02,,CLE,17,16,Sun,W 20-7,,29,120,4.14,1
4521,OAK,2003,2003/9/28,4:05,1:05,,SDG,4,4,Sun,W 34-31,OT,24,120,5,1
4522,OAK,2003,2003/11/30,4:15,1:15,,DEN,13,12,Sun,L 8-22,,23,120,5.22,0
4523,OAK,2005,2005/11/27,4:05,1:05,,MIA,12,11,Sun,L 21-33,,25,120,4.8,3
4524,OAK,2012,2012/11/18,4:05,1:05,,NOR,11,10,Sun,L 17-38,,26,120,4.62,0
4525,OAK,2015,2015/12/20,4:05,1:05,,GNB,15,14,Sun,L 20-30,,25,120,4.8,0
4526,BAL,2003,2003/10/19,1:02,1:02,@,CIN,7,6,Sun,L 26-34,,29,120,4.14,1
4527,SDG,2007,2007/12/30,4:15,1:15,@,OAK,17,16,Sun,W 30-17,,33,120,3.64,0
4528,SDG,2008,2008/11/23,8:20,5:20,,IND,12,11,Sun,L 20-23,,25,120,4.8,0
4529,SDG,2014,2014/11/16,4:05,1:05,,OAK,11,10,Sun,W 13-6,,32,120,3.75,0
4530,SEA,2006,2006/12/10,4:05,2:05,@,ARI,14,13,Sun,L 21-27,,29,120,4.14,0
4531,SEA,2008,2008/12/21,4:06,1:06,,NYJ,16,15,Sun,W 13-3,,36,120,3.33,0
4532,SFO,2019,2019/12/15,4:25,1:25,,ATL,15,14,Sun,L 22-29,,27,120,4.44,1
4533,TAM,2000,2000/9/17,1:06,1:06,@,DET,3,3,Sun,W 31-10,,39,120,3.08,3
4534,TAM,2021,2021/10/3,8:20,8:20,@,NWE,4,4,Sun,W 19-17,,30,120,4,1
4535,WAS,2007,2007/11/25,1:02,1:02,@,TAM,12,11,Sun,L 13-19,,31,120,3.87,0
4536,WAS,2013,2013/9/22,1:03,1:03,,DET,3,3,Sun,L 20-27,,22,120,5.45,1
4537,ATL,2004,2004/10/24,1:00,12:00,@,KAN,7,7,Sun,L 10-56,,21,119,5.67,0
4538,ATL,2012,2012/9/23,4:05,1:05,@,SDG,3,3,Sun,W 27-3,,26,119,4.58,1
4539,BUF,2004,2004/11/21,1:02,1:02,,STL,11,10,Sun,W 37-17,,26,119,4.58,0
4540,BUF,2008,2008/10/26,1:05,1:05,@,MIA,8,7,Sun,L 16-25,,27,119,4.41,1
4541,BUF,2021,2021/12/19,1:00,1:00,,CAR,15,14,Sun,W 31-14,,27,119,4.41,1
4542,CAR,2000,2000/10/1,1:02,1:02,,DAL,5,4,Sun,L 13-16,OT,29,119,4.1,1
4543,CAR,2004,2004/12/12,4:15,4:15,,STL,14,13,Sun,W 20-7,,38,119,3.13,1
4544,CAR,2006,2006/10/8,1:02,1:02,,CLE,5,5,Sun,W 20-12,,28,119,4.25,0
4545,CAR,2010,2010/9/19,1:03,1:03,,TAM,2,2,Sun,L 7-20,,33,119,3.61,0
4546,CAR,2012,2012/10/28,1:03,12:03,@,CHI,8,7,Sun,L 22-23,,36,119,3.31,0
4547,CAR,2015,2015/9/27,1:03,1:03,,NOR,3,3,Sun,W 27-22,,30,119,3.97,1
4548,CAR,2015,2015/11/15,1:03,12:03,@,TEN,10,9,Sun,W 27-10,,34,119,3.5,2
4549,CAR,2016,2016/12/24,1:00,1:00,,ATL,16,15,Sat,L 16-33,,23,119,5.17,0
4550,CHI,2011,2011/10/16,8:30,7:30,,MIN,6,6,Sun,W 39-10,,28,119,4.25,1
4551,CIN,2005,2005/10/16,1:03,12:03,@,TEN,6,6,Sun,W 31-23,,28,119,4.25,1
4552,CIN,2006,2006/11/19,1:02,12:02,@,NOR,11,10,Sun,W 31-16,,31,119,3.84,0
4553,CIN,2009,2009/12/6,1:02,1:02,,DET,13,12,Sun,W 23-13,,44,119,2.7,0
4554,CIN,2009,2009/12/13,1:05,12:05,@,MIN,14,13,Sun,L 10-30,,24,119,4.96,0
4555,CIN,2011,2011/11/20,1:02,1:02,@,BAL,11,10,Sun,L 24-31,,30,119,3.97,2
4556,CLE,2012,2012/11/18,1:04,12:04,@,DAL,11,10,Sun,L 20-23,OT,33,119,3.61,0
4557,CLE,2018,2018/10/21,1:00,1:00,@,TAM,7,7,Sun,L 23-26,OT,23,119,5.17,1
4558,IND,2000,2000/9/3,1:00,12:00,@,KAN,1,1,Sun,W 27-14,,32,119,3.72,1
4559,IND,2007,2007/11/4,4:18,4:18,,NWE,9,8,Sun,L 20-24,,31,119,3.84,1
4560,IND,2012,2012/10/7,1:03,1:03,,GNB,5,4,Sun,W 30-27,,30,119,3.97,1
4561,IND,2012,2012/11/18,4:25,4:25,@,NWE,11,10,Sun,L 24-59,,24,119,4.96,1
4562,IND,2020,2020/9/27,4:05,4:05,,NYJ,3,3,Sun,W 36-7,,31,119,3.84,1
4563,IND,2020,2020/11/1,1:00,1:00,@,DET,8,7,Sun,W 41-21,,39,119,3.05,2
4564,ARI,2010,2010/9/26,4:15,1:15,,OAK,3,3,Sun,W 24-23,,26,119,4.58,0
4565,ARI,2015,2015/11/1,1:02,1:02,@,CLE,8,8,Sun,W 34-20,,38,119,3.13,0
4566,DAL,2003,2003/10/12,1:03,12:03,,PHI,6,5,Sun,W 23-21,,36,119,3.31,1
4567,DAL,2014,2014/11/23,8:30,8:30,@,NYG,12,11,Sun,W 31-28,,25,119,4.76,0
4568,DEN,2001,2001/11/5,9:05,6:05,@,OAK,8,8,Mon,L 28-38,,23,119,5.17,0
4569,DEN,2001,2001/11/22,4:15,3:15,@,DAL,11,11,Thu,W 26-24,,39,119,3.05,1
4570,DEN,2010,2010/11/28,4:16,2:16,,STL,12,11,Sun,L 33-36,,18,119,6.61,1
4571,DEN,2011,2011/10/2,4:15,3:15,@,GNB,4,4,Sun,L 23-49,,23,119,5.17,0
4572,DET,2005,2005/10/23,1:04,1:04,@,CLE,7,6,Sun,W 13-10,,37,119,3.22,1
4573,DET,2007,2007/10/28,1:05,12:05,@,CHI,8,7,Sun,W 16-7,,28,119,4.25,1
4574,DET,2013,2013/12/16,8:40,8:40,,BAL,15,14,Mon,L 16-18,,28,119,4.25,1
4575,GNB,2002,2002/12/22,1:02,12:02,,BUF,16,15,Sun,W 10-0,,30,119,3.97,0
4576,GNB,2010,2010/12/26,4:15,3:15,,NYG,16,15,Sun,W 45-17,,35,119,3.4,2
4577,GNB,2021,2021/12/12,8:20,7:20,,CHI,14,13,Sun,W 45-30,,24,119,4.96,1
4578,HOU,2005,2005/12/18,1:02,12:02,,ARI,15,14,Sun,W 30-19,,35,119,3.4,3
4579,HOU,2007,2007/9/16,1:02,1:02,@,CAR,2,2,Sun,W 34-21,,36,119,3.31,1
4580,HOU,2007,2007/12/2,1:02,12:02,@,TEN,13,12,Sun,L 20-28,,25,119,4.76,1
4581,HOU,2014,2014/9/21,1:02,1:02,@,NYG,3,3,Sun,L 17-30,,25,119,4.76,1
4582,HOU,2018,2018/9/30,1:00,1:00,@,IND,4,4,Sun,W 37-34,OT,35,119,3.4,1
4583,JAX,2000,2000/9/3,1:02,1:02,@,CLE,1,1,Sun,W 27-7,,40,119,2.98,2
4584,JAX,2001,2001/9/23,1:10,1:10,,TEN,2,2,Sun,W 13-6,,30,119,3.97,1
4585,JAX,2005,2005/9/11,1:07,1:07,,SEA,1,1,Sun,W 26-14,,31,119,3.84,0
4586,JAX,2008,2008/12/7,1:02,12:02,@,CHI,14,13,Sun,L 10-23,,28,119,4.25,0
4587,KAN,2001,2001/10/21,4:05,1:05,@,ARI,6,6,Sun,L 16-24,,20,119,5.95,0
4588,KAN,2016,2016/9/18,1:02,12:02,@,HOU,2,2,Sun,L 12-19,,19,119,6.26,0
4589,MIN,2008,2008/9/21,1:05,12:05,,CAR,3,3,Sun,W 20-10,,32,119,3.72,0
4590,MIN,2014,2014/12/21,1:03,1:03,@,MIA,16,15,Sun,L 35-37,,28,119,4.25,2
4591,NOR,2002,2002/10/13,1:01,1:01,@,WAS,6,6,Sun,W 43-27,,34,119,3.5,0
4592,NOR,2005,2005/10/23,1:02,12:02,@,STL,7,7,Sun,L 17-28,,32,119,3.72,0
4593,NOR,2008,2008/12/11,8:14,7:14,@,CHI,15,14,Thu,L 24-27,OT,32,119,3.72,1
4594,NWE,2010,2010/10/4,8:41,8:41,@,MIA,4,4,Mon,W 41-14,,32,119,3.72,1
4595,NWE,2011,2011/12/24,1:02,1:02,,MIA,16,15,Sat,W 27-24,,31,119,3.84,2
4596,NWE,2017,2017/9/17,1:00,12:00,@,NOR,2,2,Sun,W 36-20,,31,119,3.84,1
4597,NYG,2004,2004/11/21,4:15,4:15,,ATL,11,10,Sun,L 10-14,,26,119,4.58,0
4598,NYG,2011,2011/9/19,8:40,8:40,,STL,2,2,Mon,W 28-16,,38,119,3.13,1
4599,NYJ,2007,2007/12/9,4:15,4:15,,CLE,14,13,Sun,L 18-24,,30,119,3.97,1
4600,NYJ,2010,2010/10/31,1:03,1:03,,GNB,8,7,Sun,L 0-9,,29,119,4.1,0
4601,NYJ,2012,2012/11/22,8:31,8:31,,NWE,12,11,Thu,L 19-49,,29,119,4.1,1
4602,TEN,2002,2002/12/8,1:03,12:03,,IND,14,13,Sun,W 27-17,,33,119,3.61,2
4603,TEN,2004,2004/9/26,1:02,12:02,,JAX,3,3,Sun,L 12-15,,26,119,4.58,1
4604,TEN,2013,2013/9/15,1:03,12:03,@,HOU,2,2,Sun,L 24-30,OT,33,119,3.61,0
4605,PHI,2011,2011/11/7,8:41,8:41,,CHI,9,8,Mon,L 24-30,,23,119,5.17,2
4606,PHI,2020,2020/11/1,8:20,8:20,,DAL,8,8,Sun,W 23-9,,26,119,4.58,0
4607,PIT,2007,2007/10/21,8:23,6:23,@,DEN,7,6,Sun,L 28-31,,26,119,4.58,0
4608,PIT,2021,2021/10/17,8:20,8:20,,SEA,6,6,Sun,W 23-20,OT,30,119,3.97,1
4609,OAK,2001,2001/11/25,4:15,4:15,@,NYG,11,10,Sun,W 28-10,,32,119,3.72,1
4610,OAK,2001,2002/1/6,4:15,1:15,,NYJ,17,16,Sun,L 22-24,,30,119,3.97,1
4611,OAK,2003,2003/10/5,1:02,12:02,@,CHI,5,5,Sun,L 21-24,,26,119,4.58,1
4612,OAK,2009,2009/10/25,4:05,1:05,,NYJ,7,7,Sun,L 0-38,,19,119,6.26,0
4613,OAK,2012,2012/9/23,4:25,1:25,,PIT,3,3,Sun,W 34-31,,21,119,5.67,1
4614,OAK,2017,2017/12/3,4:25,1:25,,NYG,13,12,Sun,W 24-17,,29,119,4.1,2
4615,LVR,2021,2021/10/24,4:05,1:05,,PHI,7,7,Sun,W 33-22,,29,119,4.1,2
4616,STL,2003,2003/10/13,9:00,8:00,,ATL,6,5,Mon,W 36-0,,31,119,3.84,1
4617,STL,2010,2010/12/5,4:15,2:15,@,ARI,13,12,Sun,W 19-6,,36,119,3.31,1
4618,STL,2014,2014/9/14,4:05,4:05,@,TAM,2,2,Sun,W 19-17,,29,119,4.1,1
4619,LAR,2020,2020/12/6,4:05,2:05,@,ARI,13,12,Sun,W 38-28,,31,119,3.84,3
4620,BAL,2016,2016/11/10,8:25,8:25,,CLE,10,9,Thu,W 28-7,,34,119,3.5,0
4621,SDG,2006,2006/10/8,8:15,5:15,,PIT,5,4,Sun,W 23-13,,31,119,3.84,0
4622,SDG,2009,2009/11/15,4:15,1:15,,PHI,10,9,Sun,W 31-23,,28,119,4.25,2
4623,SDG,2016,2016/12/4,4:25,1:25,,TAM,13,12,Sun,L 21-28,,25,119,4.76,1
4624,LAC,2018,2018/12/13,8:20,7:20,@,KAN,15,14,Thu,W 29-28,,24,119,4.96,2
4625,SEA,2005,2005/10/2,1:03,1:03,@,WAS,4,4,Sun,L 17-20,OT,23,119,5.17,1
4626,SEA,2011,2011/11/13,4:06,1:06,,BAL,10,9,Sun,W 22-17,,42,119,2.83,1
4627,SEA,2014,2014/10/26,1:04,1:04,@,CAR,8,7,Sun,W 13-9,,26,119,4.58,0
4628,SEA,2015,2015/9/20,8:25,7:25,@,GNB,2,2,Sun,L 17-27,,25,119,4.76,0
4629,SFO,2008,2008/11/10,8:40,6:40,@,ARI,10,9,Mon,L 24-29,,28,119,4.25,0
4630,SFO,2019,2019/12/21,8:15,5:15,,LAR,16,15,Sat,W 34-31,,23,119,5.17,2
4631,TAM,2000,2000/9/24,4:15,4:15,,NYJ,4,4,Sun,L 17-21,,32,119,3.72,0
4632,TAM,2009,2009/11/22,1:00,1:00,,NOR,11,10,Sun,L 7-38,,23,119,5.17,0
4633,TAM,2010,2010/9/12,1:02,1:02,,CLE,1,1,Sun,W 17-14,,30,119,3.97,0
4634,WAS,2003,2003/9/28,1:03,1:03,,NWE,4,4,Sun,W 20-17,,29,119,4.1,2
4635,ATL,2008,2008/9/28,1:04,1:04,@,CAR,4,4,Sun,L 9-24,,23,118,5.13,0
4636,BUF,2012,2012/12/16,4:05,4:05,,SEA,15,14,Sun,L 17-50,,21,118,5.62,1
4637,BUF,2014,2014/10/19,1:02,1:02,,MIN,7,7,Sun,W 17-16,,19,118,6.21,0
4638,CAR,2010,2010/10/3,1:03,12:03,@,NOR,4,4,Sun,L 14-16,,23,118,5.13,1
4639,CAR,2010,2010/11/14,1:02,1:02,@,TAM,10,9,Sun,L 16-31,,31,118,3.81,1
4640,CAR,2018,2018/10/7,1:00,1:00,,NYG,5,4,Sun,W 33-31,,31,118,3.81,0
4641,CAR,2021,2021/10/17,1:00,1:00,,MIN,6,6,Sun,L 28-34,OT,23,118,5.13,1
4642,CHI,2005,2005/11/27,1:02,1:02,@,TAM,12,11,Sun,W 13-10,,33,118,3.58,0
4643,CHI,2006,2006/11/12,8:21,8:21,@,NYG,10,9,Sun,W 38-20,,39,118,3.03,1
4644,CHI,2012,2012/12/9,1:05,12:05,@,MIN,14,13,Sun,L 14-21,,18,118,6.56,0
4645,CHI,2018,2018/12/2,1:00,1:00,@,NYG,13,12,Sun,L 27-30,OT,32,118,3.69,1
4646,CIN,2020,2020/11/1,1:00,1:00,,TEN,8,8,Sun,W 31-20,,32,118,3.69,2
4647,CLE,2005,2005/10/23,1:04,1:04,,DET,7,6,Sun,L 10-13,,22,118,5.36,0
4648,CLE,2020,2020/12/6,1:00,12:00,@,TEN,13,12,Sun,W 41-35,,36,118,3.28,1
4649,IND,2001,2001/10/14,8:30,7:30,,OAK,5,4,Sun,L 18-23,,27,118,4.37,0
4650,IND,2007,2007/11/22,8:16,8:16,@,ATL,12,11,Thu,W 31-13,,27,118,4.37,1
4651,IND,2018,2018/11/25,4:25,1:00,,MIA,12,11,Sun,W 27-24,,26,118,4.54,0
4652,ARI,2009,2009/9/20,1:03,1:03,@,JAX,2,2,Sun,W 31-17,,28,118,4.21,1
4653,ARI,2010,2010/9/19,1:03,1:03,@,ATL,2,2,Sun,L 7-41,,13,118,9.08,1
4654,ARI,2016,2016/10/2,4:25,1:25,,LAR,4,4,Sun,L 13-17,,25,118,4.72,0
4655,ARI,2017,2017/12/3,4:25,2:25,,LAR,13,12,Sun,L 16-32,,24,118,4.92,1
4656,ARI,2021,2022/1/9,4:25,2:25,,SEA,18,17,Sun,L 30-38,,28,118,4.21,1
4657,DAL,2000,2000/10/29,4:15,3:15,,JAX,9,8,Sun,L 17-23,OT,32,118,3.69,1
4658,DAL,2002,2002/11/24,1:03,12:03,,JAX,12,11,Sun,W 21-19,,31,118,3.81,1
4659,DAL,2009,2009/9/13,1:03,1:03,@,TAM,1,1,Sun,W 34-21,,24,118,4.92,1
4660,DAL,2016,2016/11/20,1:00,12:00,,BAL,11,10,Sun,W 27-17,,30,118,3.93,0
4661,DEN,2012,2012/9/17,8:41,8:41,@,ATL,2,2,Mon,L 21-27,,27,118,4.37,2
4662,DEN,2012,2012/12/23,4:05,2:05,,CLE,16,15,Sun,W 34-12,,32,118,3.69,1
4663,DEN,2014,2014/11/9,4:05,1:05,@,OAK,10,9,Sun,W 41-17,,27,118,4.37,0
4664,DEN,2017,2017/11/12,8:30,6:30,,NWE,10,9,Sun,L 16-41,,28,118,4.21,0
4665,DET,2013,2013/10/13,1:02,1:02,@,CLE,6,6,Sun,W 31-17,,28,118,4.21,0
4666,DET,2021,2021/12/12,4:05,2:05,@,DEN,14,13,Sun,L 10-38,,21,118,5.62,0
4667,GNB,2019,2019/10/27,8:20,7:20,@,KAN,8,8,Sun,W 31-24,,26,118,4.54,1
4668,HOU,2003,2003/11/2,1:02,12:02,,CAR,9,8,Sun,W 14-10,,30,118,3.93,1
4669,HOU,2012,2012/11/4,1:02,12:02,,BUF,9,8,Sun,W 21-9,,32,118,3.69,1
4670,HOU,2014,2014/11/2,1:03,12:03,,PHI,9,9,Sun,L 21-31,,28,118,4.21,0
4671,HOU,2020,2020/9/10,8:20,7:20,@,KAN,1,1,Thu,L 20-34,,22,118,5.36,2
4672,JAX,2002,2002/9/8,1:04,1:04,,IND,1,1,Sun,L 25-28,,32,118,3.69,1
4673,JAX,2006,2006/11/12,1:03,1:03,,HOU,10,9,Sun,L 10-13,,19,118,6.21,1
4674,JAX,2008,2008/12/28,4:16,4:16,@,BAL,17,16,Sun,L 7-27,,27,118,4.37,0
4675,JAX,2013,2013/11/24,1:02,12:02,@,HOU,12,11,Sun,W 13-6,,28,118,4.21,1
4676,JAX,2014,2014/11/30,1:03,1:03,,NYG,13,12,Sun,W 25-24,,22,118,5.36,0
4677,KAN,2018,2018/11/11,1:00,12:00,,ARI,10,10,Sun,W 26-14,,23,118,5.13,1
4678,MIA,2011,2011/10/17,8:40,8:40,@,NYJ,6,5,Mon,L 6-24,,25,118,4.72,0
4679,NOR,2002,2002/9/8,4:15,4:15,@,TAM,1,1,Sun,W 26-20,OT,34,118,3.47,0
4680,NOR,2011,2011/9/18,1:02,12:02,,CHI,2,2,Sun,W 30-13,,29,118,4.07,0
4681,NOR,2019,2019/11/24,1:00,12:00,,CAR,12,11,Sun,W 34-31,,18,118,6.56,1
4682,NWE,2000,2000/10/8,1:02,1:02,,IND,6,6,Sun,W 24-16,,29,118,4.07,0
4683,NWE,2010,2010/9/12,1:02,1:02,,CIN,1,1,Sun,W 38-24,,23,118,5.13,0
4684,NWE,2017,2017/10/15,1:00,1:00,@,NYJ,6,6,Sun,W 24-17,,25,118,4.72,1
4685,NYG,2010,2010/9/12,1:04,1:04,,CAR,1,1,Sun,W 31-18,,36,118,3.28,1
4686,NYJ,2000,2000/9/3,4:20,3:20,@,GNB,1,1,Sun,W 20-16,,34,118,3.47,1
4687,NYJ,2003,2003/10/12,4:15,4:15,,BUF,6,5,Sun,W 30-3,,33,118,3.58,0
4688,NYJ,2005,2005/11/27,8:37,8:37,,NOR,12,11,Sun,L 19-21,,35,118,3.37,0
4689,NYJ,2012,2012/9/9,1:03,1:03,,BUF,1,1,Sun,W 48-28,,36,118,3.28,1
4690,NYJ,2013,2013/10/7,8:40,8:40,@,ATL,5,5,Mon,W 30-28,,22,118,5.36,0
4691,TEN,2000,2000/12/3,1:03,1:03,@,PHI,14,13,Sun,W 15-13,,36,118,3.28,0
4692,TEN,2005,2005/10/16,1:03,12:03,,CIN,6,6,Sun,L 23-31,,24,118,4.92,2
4693,TEN,2005,2005/11/27,1:03,12:03,,SFO,12,11,Sun,W 33-22,,27,118,4.37,0
4694,PHI,2016,2016/12/22,8:25,8:25,,NYG,16,15,Thu,W 24-19,,30,118,3.93,1
4695,PHI,2019,2019/12/9,8:15,8:15,,NYG,14,13,Mon,W 23-17,OT,32,118,3.69,1
4696,PHI,2019,2019/12/22,4:25,4:25,,DAL,16,15,Sun,W 17-9,,30,118,3.93,1
4697,PHI,2020,2021/1/3,8:20,8:20,,WAS,17,16,Sun,L 14-20,,29,118,4.07,2
4698,PHI,2021,2022/1/2,1:00,1:00,@,WAS,17,16,Sun,W 20-16,,34,118,3.47,2
4699,PIT,2011,2011/10/2,1:03,12:03,@,HOU,4,4,Sun,L 10-17,,22,118,5.36,1
4700,OAK,2010,2010/10/3,4:05,1:05,,HOU,4,4,Sun,L 24-31,,25,118,4.72,1
4701,OAK,2015,2015/11/1,4:05,1:05,,NYJ,8,7,Sun,W 34-20,,25,118,4.72,0
4702,STL,2003,2003/12/8,9:09,9:09,@,CLE,14,13,Mon,W 26-20,,31,118,3.81,0
4703,STL,2006,2006/9/17,4:06,1:06,@,SFO,2,2,Sun,L 13-20,,28,118,4.21,0
4704,STL,2006,2006/10/8,1:02,12:02,@,GNB,5,5,Sun,W 23-20,,30,118,3.93,0
4705,STL,2011,2011/10/16,1:02,12:02,@,GNB,6,5,Sun,L 3-24,,24,118,4.92,0
4706,LAR,2020,2020/12/27,4:25,1:25,@,SEA,16,15,Sun,L 9-20,,29,118,4.07,0
4707,LAR,2021,2021/10/7,8:20,5:20,@,SEA,5,5,Thu,W 26-17,,29,118,4.07,2
4708,BAL,2000,2000/9/17,8:36,8:36,@,MIA,3,3,Sun,L 6-19,,18,118,6.56,0
4709,BAL,2002,2002/10/20,1:02,1:02,,JAX,7,6,Sun,W 17-10,,32,118,3.69,0
4710,BAL,2005,2005/11/6,1:02,1:02,,CIN,9,8,Sun,L 9-21,,25,118,4.72,0
4711,BAL,2007,2007/9/16,4:15,4:15,,NYJ,2,2,Sun,W 20-13,,34,118,3.47,0
4712,BAL,2016,2016/10/9,1:03,1:03,,WAS,5,5,Sun,L 10-16,,19,118,6.21,0
4713,BAL,2017,2017/12/31,4:25,1:00,,CIN,17,16,Sun,L 27-31,,26,118,4.54,1
4714,BAL,2019,2019/12/8,1:00,1:00,@,BUF,14,13,Sun,W 24-17,,33,118,3.58,0
4715,BAL,2021,2021/12/12,1:00,1:00,@,CLE,14,13,Sun,L 22-24,,23,118,5.13,1
4716,SDG,2003,2003/11/23,4:15,1:15,,CIN,12,11,Sun,L 27-34,,20,118,5.9,1
4717,TAM,2016,2016/11/27,4:05,4:05,,SEA,12,11,Sun,W 14-5,,35,118,3.37,0
4718,TAM,2019,2019/11/10,1:00,1:00,,ARI,10,9,Sun,W 30-27,,26,118,4.54,2
4719,TAM,2021,2021/12/19,8:20,8:20,,NOR,15,14,Sun,L 0-9,,21,118,5.62,0
4720,WAS,2001,2001/11/18,4:15,2:15,@,DEN,10,9,Sun,W 17-10,,32,118,3.69,0
4721,WAS,2007,2007/10/7,1:02,1:02,,DET,5,4,Sun,W 34-3,,35,118,3.37,1
4722,WAS,2009,2009/10/18,1:03,1:03,,KAN,6,6,Sun,L 6-14,,20,118,5.9,0
4723,ATL,2006,2006/9/25,8:48,7:48,@,NOR,3,3,Mon,L 3-23,,23,117,5.09,0
4724,ATL,2010,2010/11/28,1:02,1:02,,GNB,12,11,Sun,W 20-17,,27,117,4.33,1
4725,BUF,2006,2006/12/24,1:02,1:02,,TEN,16,15,Sun,L 29-30,,24,117,4.88,1
4726,BUF,2007,2007/12/23,1:02,1:02,,NYG,16,15,Sun,L 21-38,,28,117,4.18,1
4727,BUF,2017,2017/10/1,1:00,1:00,@,ATL,4,4,Sun,W 23-17,,36,117,3.25,0
4728,BUF,2018,2018/12/16,1:00,1:00,,DET,15,14,Sun,W 14-13,,37,117,3.16,1
4729,BUF,2019,2019/10/20,1:00,1:00,,MIA,7,6,Sun,W 31-21,,23,117,5.09,0
4730,BUF,2021,2021/9/12,1:00,1:00,,PIT,1,1,Sun,L 16-23,,25,117,4.68,0
4731,CAR,2021,2021/9/23,8:20,7:20,@,HOU,3,3,Thu,W 24-9,,33,117,3.55,3
4732,CLE,2009,2009/11/1,1:00,12:00,@,CHI,8,8,Sun,L 6-30,,29,117,4.03,1
4733,CLE,2011,2011/12/24,1:03,1:03,@,BAL,16,15,Sat,L 14-20,,25,117,4.68,0
4734,IND,2004,2004/10/3,1:02,1:02,@,JAX,4,4,Sun,W 24-17,,27,117,4.33,1
4735,IND,2006,2006/12/31,4:15,4:15,,MIA,17,16,Sun,W 27-22,,31,117,3.77,1
4736,ARI,2015,2015/11/15,8:35,5:35,@,SEA,10,9,Sun,W 39-32,,33,117,3.55,1
4737,DAL,2006,2006/11/19,4:15,3:15,,IND,11,10,Sun,W 21-14,,36,117,3.25,2
4738,DAL,2008,2008/11/16,8:23,8:23,@,WAS,11,10,Sun,W 14-10,,28,117,4.18,1
4739,DEN,2001,2001/11/11,4:05,2:05,,SDG,9,9,Sun,W 26-16,,42,117,2.79,0
4740,DEN,2002,2002/10/6,4:05,2:05,,SDG,5,5,Sun,W 26-9,,31,117,3.77,0
4741,DEN,2020,2020/10/1,8:20,8:20,@,NYJ,4,4,Thu,W 37-28,,32,117,3.66,2
4742,GNB,2012,2012/12/23,1:02,12:02,,TEN,16,15,Sun,W 55-7,,35,117,3.34,4
4743,GNB,2018,2018/11/4,8:20,8:20,@,NWE,9,8,Sun,L 17-31,,25,117,4.68,0
4744,GNB,2019,2019/11/24,8:20,5:20,@,SFO,12,11,Sun,L 8-37,,28,117,4.18,0
4745,HOU,2005,2005/10/30,1:02,12:02,,CLE,8,7,Sun,W 19-16,,37,117,3.16,0
4746,JAX,2007,2007/10/22,8:40,8:40,,IND,7,6,Mon,L 7-29,,27,117,4.33,1
4747,JAX,2019,2019/11/24,4:05,3:05,@,TEN,12,11,Sun,L 20-42,,27,117,4.33,2
4748,KAN,2000,2000/9/17,4:05,3:05,,SDG,3,3,Sun,W 42-10,,34,117,3.44,1
4749,KAN,2015,2015/10/11,1:02,12:02,,CHI,5,5,Sun,L 17-18,,25,117,4.68,0
4750,KAN,2020,2020/12/27,1:00,12:00,,ATL,16,15,Sun,W 17-14,,21,117,5.57,0
4751,MIA,2004,2004/10/24,1:02,1:02,,STL,7,7,Sun,W 31-14,,34,117,3.44,2
4752,MIA,2006,2006/11/12,1:03,1:03,,KAN,10,9,Sun,W 13-10,,36,117,3.25,1
4753,MIN,2000,2000/11/19,1:00,12:00,,CAR,12,11,Sun,W 31-17,,26,117,4.5,1
4754,MIN,2007,2007/12/9,4:05,1:05,@,SFO,14,13,Sun,W 27-7,,31,117,3.77,1
4755,NOR,2019,2019/9/29,8:20,7:20,,DAL,4,4,Sun,W 12-10,,27,117,4.33,0
4756,NOR,2019,2019/12/16,8:15,7:15,,IND,15,14,Mon,W 34-7,,33,117,3.55,0
