Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Tot,TO
1361,PHI,2020,2020/12/6,4:25,3:25,@,GNB,13,12,Sun,L 16-30,,437,
1362,PIT,2016,2017/1/1,1:00,1:00,,CLE,17,16,Sun,W 27-24,OT,437,4
1363,OAK,2007,2007/12/23,1:02,1:02,@,JAX,16,15,Sun,L 11-49,,437,2
1364,LVR,2021,2021/11/25,4:30,3:30,@,DAL,12,11,Thu,W 36-33,OT,437,
1365,BAL,2005,2005/11/27,1:03,1:03,@,CIN,12,11,Sun,L 29-42,,437,3
1366,LAC,2021,2021/9/26,1:00,12:00,@,KAN,3,3,Sun,W 30-24,,437,4
1367,LAC,2021,2021/12/26,1:00,12:00,@,HOU,16,15,Sun,L 29-41,,437,
1368,SEA,2000,2000/11/12,1:02,1:02,@,JAX,11,11,Sun,W 28-21,,437,1
1369,SFO,2021,2021/11/7,4:25,1:25,,ARI,9,8,Sun,L 17-31,,437,
1370,WAS,2016,2016/9/12,7:11,7:11,,PIT,1,1,Mon,L 16-38,,437,1
1371,WAS,2017,2017/11/5,4:05,1:05,@,SEA,9,8,Sun,W 17-14,,437,2
1372,ATL,2012,2012/11/29,8:29,8:29,,NOR,13,12,Thu,W 23-13,,436,5
1373,ATL,2018,2018/12/23,1:00,1:00,@,CAR,16,15,Sun,W 24-10,,436,4
1374,CAR,2013,2013/9/15,1:02,1:02,@,BUF,2,2,Sun,L 23-24,,436,2
1375,CAR,2020,2020/9/27,4:05,1:05,@,LAC,3,3,Sun,W 21-16,,436,4
1376,CHI,2002,2002/12/9,9:09,9:09,@,MIA,14,13,Mon,L 9-27,,436,3
1377,CIN,2010,2010/12/5,1:03,1:03,,NOR,13,12,Sun,L 30-34,,436,1
1378,IND,2011,2011/10/9,1:02,1:02,,KAN,5,5,Sun,L 24-28,,436,
1379,ARI,2001,2001/12/2,4:15,1:15,@,OAK,12,11,Sun,W 34-31,OT,436,3
1380,DEN,2012,2012/9/23,4:25,2:25,,HOU,3,3,Sun,L 25-31,,436,2
1381,HOU,2018,2018/12/9,1:00,12:00,,IND,14,13,Sun,L 21-24,,436,1
1382,KAN,2016,2016/10/2,8:30,8:30,@,PIT,4,4,Sun,L 14-43,,436,
1383,KAN,2021,2021/10/10,8:20,7:20,,BUF,5,5,Sun,L 20-38,,436,
1384,MIA,2015,2015/11/15,1:05,1:05,@,PHI,10,9,Sun,W 20-19,,436,1
1385,NWE,2012,2012/12/23,1:02,1:02,@,JAX,16,15,Sun,W 23-16,,436,3
1386,NYG,2000,2000/10/1,1:03,12:03,@,TEN,5,5,Sun,L 14-28,,436,1
1387,NYG,2015,2015/9/13,8:31,7:31,@,DAL,1,1,Sun,L 26-27,,436,3
1388,NYJ,2010,2010/9/26,8:30,8:30,@,MIA,3,3,Sun,W 31-23,,436,1
1389,NYJ,2015,2015/11/8,1:02,1:02,,JAX,9,8,Sun,W 28-23,,436,4
1390,NYJ,2016,2016/10/9,1:02,1:02,@,PIT,5,5,Sun,L 13-31,,436,1
1391,NYJ,2018,2018/10/7,1:00,1:00,,DEN,5,5,Sun,W 34-16,,436,1
1392,TEN,2001,2002/1/6,1:03,12:03,,CIN,17,16,Sun,L 21-23,,436,3
1393,TEN,2018,2018/12/30,8:20,12:00,,IND,17,16,Sun,L 17-33,,436,2
1394,PHI,2018,2018/9/16,1:00,1:00,@,TAM,2,2,Sun,L 21-27,,436,2
1395,PIT,2009,2009/12/20,4:15,4:15,,GNB,15,14,Sun,W 37-36,,436,
1396,PIT,2015,2015/11/29,4:26,1:26,@,SEA,12,11,Sun,L 30-39,,436,
1397,PIT,2019,2019/9/22,4:25,1:25,@,SFO,3,3,Sun,L 20-24,,436,5
1398,SDG,2003,2003/10/5,4:05,4:05,@,JAX,5,5,Sun,L 21-27,,436,1
1399,SDG,2004,2004/12/12,4:15,1:15,,TAM,14,13,Sun,W 31-24,,436,4
1400,SFO,2020,2020/10/11,4:05,1:05,,MIA,5,5,Sun,L 17-43,,436,
1401,WAS,2018,2018/12/3,8:15,8:15,@,PHI,13,12,Mon,L 13-28,,436,1
1402,WAS,2019,2019/9/8,1:00,1:00,@,PHI,1,1,Sun,L 27-32,,436,
1403,ATL,2003,2003/9/14,1:03,1:03,,WAS,2,2,Sun,L 31-33,,435,2
1404,ATL,2006,2006/11/5,1:03,1:03,@,DET,9,8,Sun,L 14-30,,435,1
1405,BUF,2017,2017/12/3,1:00,1:00,,NWE,13,12,Sun,L 3-23,,435,1
1406,CIN,2001,2001/10/21,1:02,1:02,,CHI,6,6,Sun,L 0-24,,435,1
1407,IND,2019,2019/9/8,4:05,1:05,@,LAC,1,1,Sun,L 24-30,OT,435,2
1408,ARI,2015,2015/10/11,4:05,4:05,@,DET,5,5,Sun,W 42-17,,435,6
1409,ARI,2018,2018/12/16,1:00,1:00,@,ATL,15,14,Sun,L 14-40,,435,
1410,DAL,2015,2015/12/13,4:25,3:25,@,GNB,14,13,Sun,L 7-28,,435,
1411,DET,2009,2009/10/18,1:02,12:02,@,GNB,6,6,Sun,L 0-26,,435,2
1412,GNB,2005,2005/12/19,9:07,9:07,@,BAL,15,14,Mon,L 3-48,,435,
1413,GNB,2011,2011/10/23,4:15,3:15,@,MIN,7,7,Sun,W 33-27,,435,2
1414,HOU,2019,2019/12/21,1:00,1:00,@,TAM,16,15,Sat,W 23-20,,435,5
1415,HOU,2020,2020/11/22,1:00,12:00,,NWE,11,10,Sun,W 27-20,,435,
1416,KAN,2020,2020/11/8,1:00,12:00,,CAR,9,9,Sun,W 33-31,,435,
1417,MIA,2013,2013/11/17,4:05,4:05,,SDG,11,10,Sun,W 20-16,,435,1
1418,MIN,2012,2012/12/2,1:02,12:02,@,GNB,13,12,Sun,L 14-23,,435,1
1419,NOR,2007,2007/12/23,1:02,12:02,,PHI,16,15,Sun,L 23-38,,435,1
1420,NYG,2015,2016/1/3,1:03,1:03,,PHI,17,16,Sun,L 30-35,,435,2
1421,OAK,2011,2011/12/24,1:03,12:03,@,KAN,16,15,Sat,W 16-13,OT,435,2
1422,OAK,2014,2014/9/28,1:06,6:06,,MIA,4,4,Sun,L 14-38,,435,3
1423,STL,2007,2007/12/2,1:00,12:00,,ATL,13,12,Sun,W 28-16,,435,3
1424,BAL,2016,2016/10/16,1:02,1:02,@,NYG,6,6,Sun,L 23-27,,435,3
1425,SEA,2012,2012/11/25,1:03,1:03,@,MIA,12,11,Sun,L 21-24,,435,1
1426,TAM,2006,2006/11/23,4:25,3:25,@,DAL,12,11,Thu,L 10-38,,435,
1427,ATL,2021,2021/9/12,1:00,1:00,,PHI,1,1,Sun,L 6-32,,434,
1428,BUF,2005,2005/12/4,1:03,1:03,@,MIA,13,12,Sun,L 23-24,,434,2
1429,CAR,2004,2004/10/10,4:15,2:15,@,DEN,5,4,Sun,L 17-20,,434,2
1430,CIN,2013,2013/10/20,1:02,1:02,@,DET,7,7,Sun,W 27-24,,434,
1431,CIN,2020,2020/9/17,8:20,8:20,@,CLE,2,2,Thu,L 30-35,,434,1
1432,ARI,2006,2006/11/12,4:16,2:16,,DAL,10,9,Sun,L 10-27,,434,
1433,DEN,2002,2002/12/1,4:05,1:05,@,SDG,13,12,Sun,L 27-30,OT,434,
1434,DET,2003,2003/9/7,1:06,1:06,,ARI,1,1,Sun,W 42-24,,434,3
1435,DET,2004,2004/10/17,1:03,1:03,,GNB,6,5,Sun,L 10-38,,434,
1436,DET,2011,2011/10/2,1:02,12:02,@,DAL,4,4,Sun,W 34-30,,434,3
1437,JAX,2012,2012/11/4,1:04,1:04,,DET,9,8,Sun,L 14-31,,434,
1438,JAX,2013,2013/10/20,1:02,1:02,,SDG,7,7,Sun,L 6-24,,434,
1439,MIA,2018,2018/9/23,1:00,1:00,,OAK,3,3,Sun,W 28-20,,434,2
1440,MIN,2000,2000/12/17,1:00,12:00,,GNB,16,15,Sun,L 28-33,,434,
1441,MIN,2013,2013/9/29,1:07,6:07,,PIT,4,4,Sun,W 34-27,,434,2
1442,NOR,2009,2009/11/15,1:00,12:00,@,STL,10,9,Sun,W 28-23,,434,1
1443,NOR,2013,2013/10/6,1:02,12:02,@,CHI,5,5,Sun,W 26-18,,434,1
1444,NYG,2012,2012/10/28,4:25,3:25,@,DAL,8,8,Sun,W 29-24,,434,6
1445,NYG,2017,2017/10/1,4:05,4:05,@,TAM,4,4,Sun,L 23-25,,434,
1446,TEN,2004,2005/1/2,1:03,12:03,,DET,17,16,Sun,W 24-19,,434,2
1447,TEN,2015,2015/10/18,1:03,12:03,,MIA,6,5,Sun,L 10-38,,434,2
1448,PHI,2007,2007/11/4,8:23,8:23,,DAL,9,8,Sun,L 17-38,,434,1
1449,OAK,2002,2002/11/3,4:15,1:15,,SFO,9,8,Sun,L 20-23,OT,434,1
1450,SEA,2004,2004/11/28,4:16,1:16,,BUF,12,11,Sun,L 9-38,,434,3
1451,SFO,2007,2007/12/23,4:05,1:05,,TAM,16,15,Sun,W 21-19,,434,2
1452,TAM,2017,2017/10/22,1:00,1:00,@,BUF,7,6,Sun,L 27-30,,434,1
1453,TAM,2017,2017/12/10,1:00,1:00,,DET,14,13,Sun,L 21-24,,434,3
1454,WAS,2010,2010/12/19,1:03,12:03,@,DAL,15,14,Sun,L 30-33,,434,
1455,WAS,2019,2019/10/24,8:20,10:20,@,MIN,8,8,Thu,L 9-19,,434,1
1456,ATL,2018,2018/10/22,8:15,8:15,,NYG,7,7,Mon,W 23-20,,433,
1457,ATL,2018,2018/12/30,1:00,1:00,@,TAM,17,16,Sun,W 34-32,,433,1
1458,BUF,2011,2011/11/13,1:02,12:02,@,DAL,10,9,Sun,L 7-44,,433,
1459,CAR,2004,2004/10/31,4:06,1:06,@,SEA,8,7,Sun,L 17-23,,433,2
1460,CAR,2021,2021/10/3,1:00,12:00,@,DAL,4,4,Sun,L 28-36,,433,
1461,CHI,2006,2006/12/11,8:30,7:30,@,STL,14,13,Mon,W 42-27,,433,1
1462,IND,2006,2006/9/10,8:24,8:24,@,NYG,1,1,Sun,W 26-21,,433,2
1463,IND,2015,2015/9/27,1:03,12:03,@,TEN,3,3,Sun,W 35-33,,433,2
1464,DAL,2013,2013/10/13,8:31,7:31,,WAS,6,6,Sun,W 31-16,,433,2
1465,DAL,2013,2013/12/15,4:25,3:25,,GNB,15,14,Sun,L 36-37,,433,1
1466,GNB,2018,2018/11/4,8:20,8:20,@,NWE,9,8,Sun,L 17-31,,433,
1467,JAX,2011,2011/12/5,8:41,8:41,,SDG,13,12,Mon,L 14-38,,433,
1468,MIN,2013,2013/11/7,8:35,7:35,,WAS,10,9,Thu,W 34-27,,433,
1469,MIN,2015,2015/12/6,1:02,12:02,,SEA,13,12,Sun,L 7-38,,433,1
1470,MIN,2019,2019/10/20,1:00,1:00,@,DET,7,7,Sun,W 42-30,,433,1
1471,NWE,2015,2015/11/29,8:30,6:30,@,DEN,12,11,Sun,L 24-30,OT,433,1
1472,NYG,2012,2012/9/5,8:41,8:41,,DAL,1,1,Wed,L 17-24,,433,1
1473,NYJ,2000,2000/10/23,9:10,9:10,,MIA,8,7,Mon,W 40-37,OT,433,3
1474,NYJ,2020,2020/11/9,8:15,8:15,,NWE,9,9,Mon,L 27-30,,433,
1475,TEN,2012,2012/10/7,4:15,3:15,@,MIN,5,5,Sun,L 7-30,,433,2
1476,TEN,2017,2017/9/24,4:05,3:05,,SEA,3,3,Sun,W 33-27,,433,
1477,OAK,2004,2004/12/25,5:00,4:00,@,KAN,16,15,Sat,L 30-31,,433,2
1478,OAK,2012,2012/9/23,4:25,1:25,,PIT,3,3,Sun,W 34-31,,433,2
1479,STL,2005,2005/10/9,1:02,12:02,,SEA,5,5,Sun,L 31-37,,433,
1480,BAL,2002,2002/10/6,8:36,8:36,@,CLE,5,4,Sun,W 26-21,,433,5
1481,SEA,2001,2001/11/25,1:00,12:00,@,KAN,11,10,Sun,L 7-19,,433,
1482,TAM,2000,2000/11/26,1:00,1:00,,BUF,13,12,Sun,W 31-17,,433,2
1483,TAM,2010,2010/12/19,1:03,1:03,,DET,15,14,Sun,L 20-23,OT,433,
1484,TAM,2011,2011/12/24,1:04,1:04,@,CAR,16,15,Sat,L 16-48,,433,
1485,ATL,2008,2008/10/26,1:02,1:02,@,PHI,8,7,Sun,L 14-27,,432,1
1486,CAR,2001,2001/12/2,1:03,12:03,@,NOR,12,12,Sun,L 23-27,,432,2
1487,CAR,2018,2018/10/7,1:00,1:00,,NYG,5,4,Sun,W 33-31,,432,3
1488,IND,2000,2000/11/19,1:02,12:02,@,GNB,12,11,Sun,L 24-26,,432,1
1489,IND,2011,2011/11/6,1:02,1:02,,ATL,9,9,Sun,L 7-31,,432,1
1490,ARI,2018,2018/9/16,4:05,1:05,@,LAR,2,2,Sun,L 0-34,,432,1
1491,DAL,2016,2016/9/18,1:03,1:03,@,WAS,2,2,Sun,W 27-23,,432,1
1492,DET,2019,2019/12/29,1:00,1:00,,GNB,17,16,Sun,L 20-23,,432,1
1493,HOU,2019,2019/12/15,1:00,12:00,@,TEN,15,14,Sun,W 24-21,,432,1
1494,KAN,2007,2007/11/4,1:00,12:00,,GNB,9,8,Sun,L 22-33,,432,2
1495,MIA,2002,2002/9/15,1:00,12:00,@,IND,2,2,Sun,W 21-13,,432,3
1496,MIA,2009,2009/11/8,1:02,1:02,@,NWE,9,8,Sun,L 17-27,,432,1
1497,MIN,2012,2012/12/16,1:00,12:00,@,STL,15,14,Sun,W 36-22,,432,2
1498,NOR,2001,2001/11/25,4:05,4:05,@,NWE,11,10,Sun,L 17-34,,432,
1499,NOR,2004,2004/10/24,4:15,1:15,@,OAK,7,7,Sun,W 31-26,,432,2
1500,NOR,2007,2007/11/4,1:02,12:02,,JAX,9,8,Sun,W 41-24,,432,3
1501,NWE,2005,2005/10/16,4:16,2:16,@,DEN,6,6,Sun,L 20-28,,432,
1502,NYG,2020,2020/12/27,1:00,1:00,@,BAL,16,15,Sun,L 13-27,,432,1
1503,NYJ,2002,2002/9/15,1:03,1:03,,NWE,2,2,Sun,L 7-44,,432,2
1504,TEN,2011,2011/11/20,4:15,4:15,@,ATL,11,10,Sun,L 17-23,,432,1
1505,TEN,2018,2018/9/30,1:00,12:00,,PHI,4,4,Sun,W 26-23,OT,432,1
1506,PHI,2007,2007/9/23,1:02,1:02,,DET,3,3,Sun,W 56-21,,432,3
1507,OAK,2011,2011/12/18,4:05,1:05,,DET,15,14,Sun,L 27-28,,432,1
1508,STL,2013,2013/12/15,4:25,3:25,,NOR,15,14,Sun,W 27-16,,432,3
1509,STL,2014,2014/10/13,8:30,7:30,,SFO,6,5,Mon,L 17-31,,432,1
1510,BAL,2011,2011/9/18,1:02,12:02,@,TEN,2,2,Sun,L 13-26,,432,1
1511,BAL,2014,2014/10/5,1:03,1:03,@,IND,5,5,Sun,L 13-20,,432,4
1512,SDG,2015,2015/10/4,4:05,1:05,,CLE,4,4,Sun,W 30-27,,432,1
1513,TAM,2017,2017/10/15,4:05,2:05,@,ARI,6,5,Sun,L 33-38,,432,2
1514,WAS,2003,2003/10/19,4:15,4:15,@,BUF,7,7,Sun,L 7-24,,432,2
1515,ATL,2021,2021/11/14,1:00,12:00,@,DAL,10,9,Sun,L 3-43,,431,1
1516,BUF,2013,2013/9/8,1:02,1:02,,NWE,1,1,Sun,L 21-23,,431,3
1517,BUF,2015,2015/12/20,1:03,1:03,@,WAS,15,14,Sun,L 25-35,,431,1
1518,CAR,2019,2019/11/3,1:00,1:00,,TEN,9,8,Sun,W 30-20,,431,3
1519,CHI,2007,2007/9/23,8:24,7:24,,DAL,3,3,Sun,L 10-34,,431,1
1520,CIN,2006,2006/11/12,1:03,1:03,,SDG,10,9,Sun,L 41-49,,431,
1521,CIN,2012,2012/10/21,8:30,8:30,,PIT,7,7,Sun,L 17-24,,431,2
1522,CIN,2014,2014/10/12,1:03,1:03,,CAR,6,5,Sun,T 37-37,OT,431,1
1523,CLE,2020,2020/12/6,1:00,12:00,@,TEN,13,12,Sun,W 41-35,,431,3
1524,IND,2015,2015/10/4,1:02,1:02,,JAX,4,4,Sun,W 16-13,OT,431,
1525,ARI,2011,2011/11/20,4:05,1:05,@,SFO,11,10,Sun,L 7-23,,431,1
1526,ARI,2021,2022/1/9,4:25,2:25,,SEA,18,17,Sun,L 30-38,,431,2
1527,DAL,2019,2019/12/22,4:25,4:25,@,PHI,16,15,Sun,L 9-17,,431,
1528,DAL,2021,2021/9/9,8:20,8:20,@,TAM,1,1,Thu,L 29-31,,431,4
1529,DEN,2010,2010/11/28,4:16,2:16,,STL,12,11,Sun,L 33-36,,431,
1530,GNB,2010,2010/10/3,1:02,12:02,,DET,4,4,Sun,W 28-26,,431,3
1531,HOU,2010,2010/12/26,4:06,2:06,@,DEN,16,15,Sun,L 23-24,,431,1
1532,JAX,2008,2008/12/28,4:16,4:16,@,BAL,17,16,Sun,L 7-27,,431,
1533,JAX,2021,2021/10/17,9:30,2:30,,MIA,6,6,Sun,W 23-20,,431,1
1534,KAN,2001,2001/12/30,1:05,1:05,@,JAX,16,15,Sun,W 30-26,,431,3
1535,KAN,2013,2013/9/19,8:29,8:29,@,PHI,3,3,Thu,W 26-16,,431,5
1536,MIA,2002,2002/12/1,1:02,1:02,@,BUF,13,12,Sun,L 21-38,,431,
1537,NOR,2015,2015/9/27,1:03,1:03,@,CAR,3,3,Sun,L 22-27,,431,
1538,NWE,2005,2005/10/2,1:02,1:02,,SDG,4,4,Sun,L 17-41,,431,
1539,NYJ,2007,2007/9/9,1:03,1:03,,NWE,1,1,Sun,L 14-38,,431,
1540,NYJ,2007,2007/11/4,1:02,1:02,,WAS,9,9,Sun,L 20-23,OT,431,1
1541,TEN,2011,2011/10/9,1:02,1:02,@,PIT,5,5,Sun,L 17-38,,431,1
1542,PHI,2010,2010/12/2,8:30,8:30,,HOU,13,12,Thu,W 34-24,,431,2
1543,OAK,2010,2010/11/21,1:02,1:02,@,PIT,11,10,Sun,L 3-35,,431,1
1544,SEA,2007,2007/9/16,4:05,1:05,@,ARI,2,2,Sun,L 20-23,,431,1
1545,SEA,2009,2009/10/4,1:03,1:03,@,IND,4,4,Sun,L 17-34,,431,1
1546,SEA,2009,2009/11/22,1:05,12:05,@,MIN,11,10,Sun,L 9-35,,431,
1547,TAM,2011,2011/9/11,1:06,1:06,,DET,1,1,Sun,L 20-27,,431,1
1548,TAM,2014,2014/12/21,1:03,1:03,,GNB,16,15,Sun,L 3-20,,431,1
1549,WAS,2011,2011/12/11,1:03,1:03,,NWE,14,13,Sun,L 27-34,,431,1
1550,ATL,2003,2003/11/2,4:15,4:15,,PHI,9,8,Sun,L 16-23,,430,
1551,CHI,2007,2007/11/25,4:16,3:16,,DEN,12,11,Sun,W 37-34,OT,430,2
1552,CHI,2012,2012/10/1,8:40,7:40,@,DAL,4,4,Mon,W 34-18,,430,5
1553,CIN,2012,2012/9/10,7:10,7:10,@,BAL,1,1,Mon,L 13-44,,430,
1554,CIN,2020,2020/10/18,1:00,1:00,@,IND,6,6,Sun,L 27-31,,430,2
1555,CLE,2012,2012/12/16,1:03,1:03,,WAS,15,14,Sun,L 21-38,,430,1
1556,IND,2013,2013/12/8,1:02,1:02,@,CIN,14,13,Sun,L 28-42,,430,
1557,DAL,2020,2020/11/22,4:25,6:25,@,MIN,11,10,Sun,W 31-28,,430,2
1558,DEN,2007,2007/10/29,8:40,6:40,,GNB,8,7,Mon,L 13-19,OT,430,
1559,GNB,2021,2021/10/24,1:00,12:00,,WAS,7,7,Sun,W 24-10,,430,2
1560,JAX,2009,2009/11/1,4:05,3:05,@,TEN,8,7,Sun,L 13-30,,430,
1561,MIA,2016,2016/9/25,1:02,1:02,,CLE,3,3,Sun,W 30-24,OT,430,1
1562,MIA,2019,2019/12/22,1:00,1:00,,CIN,16,15,Sun,W 38-35,OT,430,1
1563,MIN,2006,2006/10/30,8:38,7:38,,NWE,8,7,Mon,L 7-31,,430,2
1564,NYJ,2019,2019/12/12,8:20,8:20,@,BAL,15,14,Thu,L 21-42,,430,
1565,NYJ,2021,2021/10/3,1:00,1:00,,TEN,4,4,Sun,W 27-24,OT,430,
1566,TEN,2020,2020/11/12,8:20,7:20,,IND,10,9,Thu,L 17-34,,430,
1567,TEN,2020,2020/12/20,1:00,12:00,,DET,15,14,Sun,W 46-25,,430,3
1568,PHI,2015,2015/11/26,12:35,12:35,@,DET,12,11,Thu,L 14-45,,430,
1569,OAK,2002,2002/9/29,4:15,1:15,,TEN,4,3,Sun,W 52-25,,430,4
1570,OAK,2003,2003/9/28,4:05,1:05,,SDG,4,4,Sun,W 34-31,OT,430,1
1571,SFO,2021,2021/9/12,1:00,1:00,@,DET,1,1,Sun,W 41-33,,430,1
1572,ATL,2001,2001/9/9,1:15,1:15,@,SFO,1,1,Sun,L 13-16,OT,429,1
1573,ATL,2016,2016/11/13,1:00,1:00,@,PHI,10,10,Sun,L 15-24,,429,1
1574,BUF,2017,2017/11/19,4:05,1:05,@,LAC,11,10,Sun,L 24-54,,429,
1575,CIN,2020,2020/10/4,1:00,1:00,,JAX,4,4,Sun,W 33-25,,429,1
1576,CLE,2008,2008/11/2,1:02,1:02,,BAL,9,8,Sun,L 27-37,,429,
1577,CLE,2012,2012/12/2,4:25,1:25,@,OAK,13,12,Sun,W 20-17,,429,1
1578,CLE,2017,2017/12/3,4:05,1:05,@,LAC,13,12,Sun,L 10-19,,429,
1579,IND,2013,2013/10/20,8:31,8:31,,DEN,7,7,Sun,W 39-33,,429,3
1580,ARI,2018,2018/9/9,4:25,2:25,,WAS,1,1,Sun,L 6-24,,429,1
1581,DAL,2010,2010/12/12,8:30,7:30,,PHI,14,13,Sun,L 27-30,,429,2
1582,DET,2001,2001/12/23,1:01,1:01,@,PIT,15,14,Sun,L 14-47,,429,
1583,GNB,2014,2014/11/16,4:25,3:25,,PHI,11,10,Sun,W 53-20,,429,4
1584,HOU,2005,2005/11/27,1:03,12:03,,STL,12,11,Sun,L 27-33,OT,429,1
1585,KAN,2009,2009/10/4,1:00,12:00,,NYG,4,4,Sun,L 16-27,,429,2
1586,MIA,2015,2015/12/14,8:30,8:30,,NYG,14,13,Mon,L 24-31,,429,1
1587,NOR,2013,2013/12/2,8:41,5:41,@,SEA,13,12,Mon,L 7-34,,429,
1588,NOR,2018,2018/12/23,4:25,3:25,,PIT,16,15,Sun,W 31-28,,429,2
1589,NWE,2017,2017/9/17,1:00,12:00,@,NOR,2,2,Sun,W 36-20,,429,
1590,NWE,2020,2020/9/20,8:20,5:20,@,SEA,2,2,Sun,L 30-35,,429,1
1591,NYG,2019,2019/11/4,8:15,8:15,,DAL,9,9,Mon,L 18-37,,429,2
1592,STL,2012,2012/9/9,1:03,1:03,@,DET,1,1,Sun,L 23-27,,429,3
1593,STL,2012,2012/12/23,1:03,1:03,@,TAM,16,15,Sun,W 28-13,,429,5
1594,LAR,2019,2019/10/3,8:20,5:20,@,SEA,5,5,Thu,L 29-30,,429,1
1595,SDG,2004,2004/10/10,4:05,1:05,,JAX,5,5,Sun,W 34-21,,429,3
1596,SEA,2019,2019/9/8,4:05,1:05,,CIN,1,1,Sun,W 21-20,,429,3
1597,WAS,2003,2003/12/21,1:03,12:03,@,CHI,16,15,Sun,L 24-27,,429,2
1598,WAS,2017,2017/10/2,8:30,7:30,@,KAN,4,4,Mon,L 20-29,,429,
1599,WAS,2020,2020/10/11,1:00,1:00,,LAR,5,5,Sun,L 10-30,,429,1
1600,ATL,2005,2005/9/18,4:06,1:06,@,SEA,2,2,Sun,L 18-21,,428,1
1601,ATL,2015,2015/10/4,1:02,1:02,,HOU,4,4,Sun,W 48-21,,428,4
1602,BUF,2004,2004/11/14,8:36,8:36,@,NWE,10,9,Sun,L 6-29,,428,1
1603,CAR,2019,2019/12/15,1:00,1:00,,SEA,15,14,Sun,L 24-30,,428,1
1604,CLE,2001,2001/11/11,1:03,1:03,,PIT,9,8,Sun,L 12-15,OT,428,1
1605,IND,2012,2012/9/9,1:02,12:02,@,CHI,1,1,Sun,L 21-41,,428,1
1606,DET,2017,2017/9/24,1:00,1:00,,ATL,3,3,Sun,L 26-30,,428,3
1607,HOU,2018,2018/12/2,1:00,12:00,,CLE,13,12,Sun,W 29-13,,428,4
1608,KAN,2000,2000/10/22,1:00,12:00,,STL,8,7,Sun,W 54-34,,428,4
1609,KAN,2019,2019/9/8,1:00,1:00,@,JAX,1,1,Sun,W 40-26,,428,2
1610,KAN,2021,2021/12/16,8:20,5:20,@,LAC,15,14,Thu,W 34-28,OT,428,2
1611,MIA,2015,2015/9/27,4:25,4:25,,BUF,3,3,Sun,L 14-41,,428,
1612,NWE,2001,2001/11/25,4:05,4:05,,NOR,11,11,Sun,W 34-17,,428,2
1613,NWE,2010,2010/9/12,1:02,1:02,,CIN,1,1,Sun,W 38-24,,428,2
1614,NWE,2015,2015/12/27,1:02,1:02,@,NYJ,16,15,Sun,L 20-26,OT,428,1
1615,NWE,2021,2021/12/26,1:00,1:00,,BUF,16,15,Sun,L 21-33,,428,
1616,NYG,2015,2015/10/19,8:30,8:30,@,PHI,6,6,Mon,L 7-27,,428,4
1617,NYJ,2018,2018/10/14,1:00,1:00,,IND,6,6,Sun,W 42-34,,428,4
1618,OAK,2012,2012/12/6,8:30,5:30,,DEN,14,13,Thu,L 13-26,,428,1
1619,SEA,2007,2007/11/4,4:06,4:06,@,CLE,9,8,Sun,L 30-33,OT,428,1
1620,SFO,2016,2016/10/2,4:25,1:25,,DAL,4,4,Sun,L 17-24,,428,
1621,TAM,2011,2012/1/1,4:17,4:17,@,ATL,17,16,Sun,L 24-45,,428,2
1622,ATL,2006,2006/11/26,1:05,1:05,,NOR,12,11,Sun,L 13-31,,427,
1623,ATL,2018,2018/11/11,1:00,1:00,@,CLE,10,9,Sun,L 16-28,,427,1
1624,BUF,2006,2006/11/5,1:02,1:02,,GNB,9,8,Sun,W 24-10,,427,4
1625,BUF,2014,2014/9/7,1:00,12:00,@,CHI,1,1,Sun,W 23-20,OT,427,3
1626,CAR,2007,2007/12/9,1:03,1:03,@,JAX,14,13,Sun,L 6-37,,427,1
1627,CAR,2018,2018/12/23,1:00,1:00,,ATL,16,15,Sun,L 10-24,,427,2
1628,CHI,2008,2008/11/16,1:02,12:02,@,GNB,11,10,Sun,L 3-37,,427,1
1629,DAL,2009,2009/9/20,8:20,7:20,,NYG,2,2,Sun,L 31-33,,427,
1630,DET,2001,2001/11/4,4:05,1:05,@,SFO,8,7,Sun,L 13-21,,427,3
1631,DET,2006,2006/10/1,4:05,3:05,@,STL,4,4,Sun,L 34-41,,427,
1632,GNB,2015,2015/11/8,1:04,1:04,@,CAR,9,8,Sun,L 29-37,,427,1
1633,HOU,2012,2012/10/14,8:30,7:30,,GNB,6,6,Sun,L 24-42,,427,
1634,KAN,2001,2001/9/9,12:01,12:01,,OAK,1,1,Sun,L 24-27,,427,3
1635,KAN,2013,2013/11/17,8:30,6:30,@,DEN,11,10,Sun,L 17-27,,427,1
1636,MIA,2018,2018/10/25,8:20,7:20,@,HOU,8,8,Thu,L 23-42,,427,
1637,NOR,2012,2012/10/7,8:31,7:31,,SDG,5,5,Sun,W 31-24,,427,2
1638,NOR,2015,2015/9/13,4:05,1:05,@,ARI,1,1,Sun,L 19-31,,427,1
1639,NWE,2011,2011/10/30,4:15,4:15,@,PIT,8,7,Sun,L 17-25,,427,1
1640,NYG,2010,2010/11/14,4:15,4:15,,DAL,10,9,Sun,L 20-33,,427,1
1641,NYG,2018,2018/9/23,1:00,12:00,@,HOU,3,3,Sun,W 27-22,,427,2
1642,NYG,2019,2019/10/10,8:20,8:20,@,NWE,6,6,Thu,L 14-35,,427,2
1643,TEN,2006,2006/10/29,1:02,12:02,,HOU,8,7,Sun,W 28-22,,427,5
